date_july,local_ip_july,remote_asn_july,flows_july,date_aug,local_ip_aug,remote_asn_aug,flows_aug,date_sept,local_ip_sept,remote_asn_sept,flows_sept
710,0,7265,1,809,0,2856,1,912,2,19094,1
710,0,7643,1,809,0,2914,51,912,2,19918,467
710,0,7738,2,809,0,3209,1,912,2,26803,9
710,0,8167,1,809,0,3249,1,912,2,29863,7
710,0,8560,1,809,0,3269,4,912,2,30099,3
710,0,8708,1,809,0,3356,1,912,2,33260,4
710,0,9038,1,809,0,3462,2,912,2,33651,40
710,0,9121,4,809,0,3561,16,912,3,852,6
710,0,9143,1,809,0,3671,10,912,3,1221,1
710,0,9318,137,809,0,4134,3,912,3,1680,1
710,0,11426,1,809,0,4230,1,912,3,2514,1
710,0,11530,1,809,0,4323,3,912,3,4134,3
710,0,12392,2,809,0,4544,1,912,3,4766,3
710,0,13462,15,809,0,4766,1,912,3,5078,2
710,0,13671,1,809,0,4837,1,912,3,5650,1
710,0,13867,1,809,0,5390,1,912,3,6197,1
710,0,15802,1,809,0,5617,1,912,3,7066,2
710,0,19262,3,809,0,6381,1,912,3,7132,2
710,0,19548,1,809,0,6432,1,912,3,9929,3
710,0,20231,1,809,0,6461,1,912,3,12322,1
710,0,21570,1,809,0,6648,1,912,3,16124,1
710,0,22291,1,809,0,6713,1,912,3,17222,1
710,0,24940,2,809,0,6724,1,912,3,19094,1
710,0,26101,2,809,0,6939,1,912,3,26496,2
710,0,26496,1,809,0,7132,5,912,3,32267,2
710,0,27699,1,809,0,8452,1,912,3,33718,1
710,0,31126,1,809,0,9121,1,912,4,2514,1
710,0,33287,1,809,0,9686,2,912,4,3561,4
710,0,35087,1,809,0,9829,2,912,4,4134,1959
710,1,4,1,809,0,10978,1,912,4,4264,1
710,1,209,1,809,0,11146,1,912,4,6428,1
710,1,680,1,809,0,11556,1,912,4,7066,1
710,1,3265,1407,809,0,12217,1,912,4,7132,2
710,1,3320,4,809,0,12338,1,912,4,12322,12
710,1,3356,1,809,0,13184,1,912,4,14778,8
710,1,3561,18,809,0,13462,35,912,4,15180,149
710,1,3786,12,809,0,13867,2,912,4,16124,1
710,1,4134,12,809,0,14742,3,912,4,17222,1
710,1,4323,1,809,0,14780,1,912,4,19094,1
710,1,4808,5,809,0,16265,3,912,4,23342,3
710,1,4837,1,809,0,16735,1,912,4,29895,48
710,1,6079,9,809,0,17228,1,912,4,31976,83
710,1,6461,45,809,0,17430,1,912,6,852,7
710,1,7015,1,809,0,18881,1,912,6,2514,1
710,1,7788,2,809,0,19262,2,912,6,4134,1
710,1,8708,3,809,0,19271,1,912,6,4766,3
710,1,9318,137,809,0,19296,1,912,6,5078,2
710,1,10316,1,809,0,22566,2,912,6,5650,2
710,1,11486,1,809,0,26085,1,912,6,6197,2
710,1,14777,16,809,0,26101,1,912,6,7066,2
710,1,14778,12,809,0,26831,1,912,6,7132,5
710,1,14780,1,809,0,27357,2,912,6,9808,1
710,1,15169,3,809,0,29717,1,912,6,9929,4
710,1,15496,3,809,0,30315,1,912,6,9930,2
710,1,15670,1,809,0,31976,4,912,6,12322,1
710,1,17672,1,809,0,33379,6,912,6,15180,2
710,1,17897,3,809,0,33489,1,912,6,16124,1
710,1,20401,1,809,0,34949,1,912,6,17222,1
710,1,24940,1,809,1,174,2,912,6,19094,2
710,1,25847,9,809,1,2697,16,912,6,26496,2
710,1,30380,2,809,1,2914,21,912,6,32267,2
710,1,33287,1,809,1,3215,3,912,7,88,18
710,1,35315,1,809,1,3216,2,912,7,109,8
710,2,209,1,809,1,3265,2884,912,7,680,2
710,2,1312,134,809,1,3269,2,912,7,2152,1
710,2,2637,1,809,1,3561,6,912,7,3701,1
710,2,3561,7,809,1,3595,1,912,7,4766,2
710,2,4323,4,809,1,3790,6,912,7,5650,2
710,2,4713,4,809,1,4134,5,912,7,8070,1
710,2,5617,8,809,1,4266,2,912,7,8075,2
710,2,6079,1,809,1,4323,1,912,7,9156,7
710,2,6461,1,809,1,4766,4,912,7,9394,3
710,2,6478,3,809,1,4812,1,912,7,15169,31
710,2,7018,921,809,1,4837,2,912,7,18101,6
710,2,7132,3,809,1,6400,2,912,7,18924,48
710,2,7377,127,809,1,7016,1,912,7,20940,1
710,2,8708,1,809,1,7132,1,912,7,21844,194
710,2,9318,2,809,1,7757,1,912,7,25973,50
710,2,9506,79,809,1,8376,1,912,7,36856,11
710,2,11414,9,809,1,9121,2,912,8,109,9
710,2,13749,1,809,1,9298,1,912,8,209,4
710,2,14265,44,809,1,10036,1,912,8,378,17
710,2,16572,8,809,1,12302,236,912,8,559,13
710,2,19306,29,809,1,12859,76,912,8,702,3
710,2,19918,2,809,1,14778,6,912,8,786,1
710,2,30099,4,809,1,15169,14,912,8,1668,16
710,2,33438,1,809,1,16206,1,912,8,2152,9
710,2,33651,13,809,1,19548,1,912,8,3561,1
710,3,4134,7,809,1,20723,1,912,8,3701,1
710,3,4713,2,809,1,21844,2,912,8,3957,4
710,3,4808,6,809,1,22773,2,912,8,5650,1
710,3,4812,3,809,1,23563,1,912,8,5662,41
710,3,6079,10,809,1,24589,2,912,8,6629,1
710,3,7788,2,809,1,26627,3,912,8,7018,23
710,3,8708,1,809,1,29256,1,912,8,8075,2
710,3,17897,5,809,1,29550,2,912,8,9394,2
710,3,20401,1,809,1,31797,3,912,8,12168,58
710,3,24940,2,809,1,35017,45,912,8,15169,357
710,3,30380,1,809,1,36727,1,912,8,16509,4
710,4,4323,1,809,2,16,1,912,8,18101,1
710,4,4808,1,809,2,209,49,912,8,18713,8
710,4,6079,2,809,2,1312,83,912,8,26238,3
710,4,7132,4,809,2,2697,11,912,8,30217,14
710,4,8708,1,809,2,2914,78,912,8,32878,2
710,4,9318,136,809,2,3269,2,912,8,36856,2
710,4,14777,9,809,2,3561,10,912,9,111,3
710,4,14778,2,809,2,3659,1,912,9,209,16
710,4,22855,14,809,2,4323,4,912,9,701,1
710,4,24940,1,809,2,5650,103,912,9,1668,2
710,4,31976,83,809,2,6478,6,912,9,2152,112
710,5,2152,2,809,2,7018,152,912,9,2386,7
710,5,3561,1,809,2,7065,1,912,9,2914,41
710,5,4134,6,809,2,7132,9,912,9,3356,2
710,5,4808,6,809,2,7377,77,912,9,3561,41
710,5,4812,2,809,2,11414,30,912,9,3707,5
710,5,6079,16,809,2,15169,2,912,9,4182,23
710,5,7132,1,809,2,19181,1,912,9,4267,4
710,5,7788,1,809,2,27431,1,912,9,4323,53
710,5,8070,6,809,2,29550,5,912,9,5779,236
710,5,8075,3,809,2,29863,4,912,9,6381,5
710,5,8708,1,809,2,30099,8,912,9,6432,26
710,5,9394,1,809,2,33260,4,912,9,7018,2
710,5,13867,2,809,2,33650,22,912,9,7132,17
710,5,17672,2,809,3,209,1,912,9,8070,5
710,5,17897,2,809,3,2697,2,912,9,8075,59
710,5,20401,1,809,3,3215,1,912,9,8182,2
710,5,24940,1,809,3,3216,1,912,9,9221,5
710,5,30380,2,809,3,3269,2,912,9,10316,11
710,6,4134,7,809,3,3595,1,912,9,10794,17
710,6,4713,2,809,3,3790,2,912,9,10910,4
710,6,4808,11,809,3,4808,1,912,9,10933,1
710,6,4837,1,809,3,4812,1,912,9,10966,2
710,6,6079,2,809,3,9394,2,912,9,11486,27
710,6,7788,2,809,3,20723,1,912,9,11817,4
710,6,8708,3,809,3,21844,2,912,9,11922,1
710,6,9394,1,809,3,29550,1,912,9,11944,3
710,6,9803,1,809,3,31797,1,912,9,12168,7
710,6,17672,2,809,4,2697,133,912,9,12182,11
710,6,17799,1,809,4,2914,27,912,9,12217,4
710,6,17897,2,809,4,3215,4,912,9,13884,1
710,6,20401,2,809,4,3269,2,912,9,14280,2
710,6,24940,2,809,4,7132,35,912,9,14494,2
710,6,30380,2,809,4,7872,46,912,9,14711,3
710,7,271,12,809,4,8001,1,912,9,14719,18
710,7,1239,2,809,4,14780,2,912,9,14780,433
710,7,3356,2,809,4,22855,16,912,9,14992,19
710,7,3582,5,809,4,31976,84,912,9,15169,497
710,7,3701,3,809,4,33651,33,912,9,15226,19
710,7,8070,5,809,5,2152,9,912,9,16966,7
710,7,9156,3,809,5,2697,2,912,9,19262,3
710,7,10565,3,809,5,2914,2,912,9,19296,8
710,7,15169,31,809,5,3215,1,912,9,20940,181
710,7,18924,48,809,5,3269,2,912,9,21844,71
710,7,19306,36,809,5,3790,2,912,9,22883,4
710,7,21844,10,809,5,7132,2,912,9,25751,3
710,7,30380,4,809,5,8070,4,912,9,26085,31
710,8,3356,1,809,5,8075,6,912,9,26101,159
710,8,6079,2,809,5,9803,1,912,9,26228,5
710,8,8070,2,809,5,13867,2,912,9,26381,5
710,8,8560,1,809,5,21844,2,912,9,26496,6
710,8,9318,136,809,5,29550,2,912,9,30315,2
710,8,9457,1,809,5,31797,5,912,9,32787,12
710,8,15169,4,809,6,2697,2,912,9,33419,13
710,8,27810,64,809,6,2914,2,912,9,33694,3
710,8,30380,1,809,6,3269,2,912,9,36088,184
710,9,209,2,809,6,3595,1,912,9,36420,2
710,9,553,29,809,6,3790,5,912,9,36856,2
710,9,1239,2,809,6,4134,1,913,0,600,1
710,9,1668,8,809,6,4812,1,913,0,701,1
710,9,2152,154,809,6,4837,1,913,0,2514,1442
710,9,2637,17,809,6,9808,1,913,0,2764,1
710,9,2911,4,809,6,17633,3,913,0,2914,2
710,9,2914,4,809,6,21844,1,913,0,3352,2
710,9,3356,7,809,6,29550,6,913,0,3356,1
710,9,3549,4,809,6,31797,4,913,0,3462,3
710,9,3561,139,809,7,109,1,913,0,3561,72
710,9,3707,43,809,7,226,1,913,0,3671,4
710,9,4182,8,809,7,2152,1,913,0,4134,1
710,9,4265,6,809,7,2637,4,913,0,4544,1
710,9,4436,41,809,7,3701,2,913,0,4755,1
710,9,4513,1,809,7,4837,1,913,0,5413,1
710,9,6318,5,809,7,8070,3,913,0,5462,1
710,9,6334,59,809,7,9156,4,913,0,6432,1
710,9,6432,118,809,7,15169,26,913,0,6461,1
710,9,6453,17,809,7,18924,48,913,0,6724,1
710,9,7091,3,809,7,21844,11,913,0,6939,1
710,9,7132,1,809,7,29550,5,913,0,7018,1
710,9,7224,7,809,7,36856,6,913,0,7643,1
710,9,7252,1,809,8,9,10,913,0,7738,1
710,9,7743,18,809,8,11,2,913,0,8052,1
710,9,7912,6,809,8,109,1,913,0,8167,1
710,9,8070,2,809,8,209,2,913,0,8346,1
710,9,8075,2,809,8,701,8,913,0,9824,1
710,9,8182,16,809,8,1668,8,913,0,10036,1
710,9,10565,1,809,8,2110,3,913,0,11398,1
710,9,10763,9,809,8,2152,13,913,0,13446,1
710,9,10794,15,809,8,3269,847,913,0,13462,26
710,9,11266,95,809,8,3356,6,913,0,13867,2
710,9,11486,4,809,8,3462,496,913,0,14742,1
710,9,11944,66,809,8,3561,9,913,0,16509,1
710,9,12147,16,809,8,3701,1,913,0,16810,1
710,9,12168,2,809,8,4266,1,913,0,17228,1
710,9,12179,110,809,8,4837,1,913,0,17444,1
710,9,12180,34,809,8,5662,25,913,0,17964,3
710,9,12182,6,809,8,6140,1,913,0,19262,1
710,9,12217,11,809,8,8001,1,913,0,19296,1
710,9,12222,18,809,8,8070,3,913,0,19893,1
710,9,13323,19,809,8,8075,4,913,0,23531,1
710,9,13756,8,809,8,9304,1,913,0,24587,1
710,9,14297,3,809,8,10755,3,913,0,26831,1
710,9,14494,11,809,8,11486,6,913,0,28573,1
710,9,14806,36,809,8,12552,1,913,0,29717,1
710,9,14904,1,809,8,13890,1,913,0,29870,1
710,9,15104,68,809,8,15169,437,913,0,30099,1
710,9,15169,581,809,8,16206,970,913,0,33287,1
710,9,15270,2,809,8,17374,2,913,0,33379,1
710,9,16509,1,809,8,20940,1,913,0,33657,1
710,9,17225,192,809,8,22205,1,913,0,34788,1
710,9,17233,1,809,8,22822,2,913,0,36727,1
710,9,17392,1,809,8,22982,1,913,2,81,1
710,9,20021,2,809,8,27357,2,913,2,209,35
710,9,20461,27,809,8,29550,1,913,2,553,288
710,9,21844,4,809,8,30060,2,913,2,1312,98
710,9,25751,5,809,8,30217,15,913,2,2514,1442
710,9,26108,2,809,8,33554,1,913,2,3557,1
710,9,29720,5,809,8,36856,3,913,2,3561,3
710,9,29960,1,809,9,174,16,913,2,3598,7
710,9,30678,3,809,9,209,4,913,2,4134,1
710,9,33419,58,809,9,226,1,913,2,4323,3
710,9,33694,24,809,9,1239,7,913,2,4755,2
710,9,36839,3,809,9,1668,3,913,2,6079,1
711,0,209,1,809,9,2152,155,913,2,7018,238
711,0,701,1,809,9,2914,2,913,2,7132,3
711,0,2379,1,809,9,3356,4,913,2,7377,97
711,0,2706,2,809,9,3561,59,913,2,11414,38
711,0,3215,1,809,9,4355,3,913,2,17222,1162
711,0,3320,3,809,9,5061,14,913,2,17964,124
711,0,3462,3,809,9,5686,17,913,2,18530,9
711,0,3561,39,809,9,5779,85,913,2,19918,260
711,0,3671,11,809,9,6432,22,913,2,23504,11
711,0,4134,3,809,9,7859,2,913,2,29863,6
711,0,4538,2,809,9,8001,2,913,2,30099,11
711,0,4544,1,809,9,8070,6,913,2,33260,3
711,0,5462,2,809,9,8075,2,913,2,33651,615
711,0,5739,1,809,9,9929,2,913,2,36828,6
711,0,6327,1,809,9,10430,5,913,3,3561,1
711,0,6432,1,809,9,10790,1,913,3,4134,1
711,0,6461,1,809,9,10794,8,913,3,4812,2
711,0,6478,1,809,9,10910,5,913,3,6478,1
711,0,6724,1,809,9,10933,1,913,3,6994,2
711,0,6939,1,809,9,11266,24,913,3,9457,2
711,0,6993,1,809,9,11403,2,913,3,9929,1
711,0,7643,1,809,9,11486,6,913,3,9930,2
711,0,8151,1,809,9,11922,2,913,3,11426,1
711,0,8167,1,809,9,12168,2,913,3,11530,3
711,0,8737,1,809,9,12222,2,913,3,17964,1
711,0,9143,1,809,9,13768,1,913,3,25577,2
711,0,9824,1,809,9,14361,2,913,3,26496,3
711,0,9829,1,809,9,14501,3,913,4,1668,10
711,0,10532,1,809,9,14743,2,913,4,2514,1442
711,0,11398,1,809,9,14780,181,913,4,2856,1
711,0,11625,1,809,9,15169,1027,913,4,3561,2
711,0,13367,1,809,9,16509,3,913,4,4134,488
711,0,13462,19,809,9,17225,9,913,4,4323,1
711,0,15395,1,809,9,17231,2,913,4,6478,3
711,0,19262,1,809,9,20940,11,913,4,7132,39
711,0,19296,1,809,9,21844,8,913,4,8560,36
711,0,20001,1,809,9,22277,6,913,4,9156,1
711,0,22869,1,809,9,25751,2,913,4,14778,6
711,0,24651,1,809,9,26101,77,913,4,16936,5
711,0,26831,1,809,9,26228,2,913,4,17222,1316
711,0,26904,1,809,9,27473,2,913,4,17964,3
711,0,29717,1,809,9,29527,2,913,4,23342,1
711,0,33650,1,809,9,29791,5,913,4,31976,86
711,1,786,6,809,9,29854,2,913,4,33287,1
711,1,812,2,809,9,29873,244,913,4,33651,79
711,1,1668,2,809,9,30081,1,913,4,36856,10
711,1,1790,1,809,9,30217,12,913,6,3561,2
711,1,2200,14,809,9,30315,10,913,6,4134,1
711,1,3089,5,809,9,33070,1,913,6,4812,3
711,1,3265,1381,809,9,33419,11,913,6,4837,4
711,1,3320,3,809,9,35845,1,913,6,6478,2
711,1,3561,35,809,9,36017,6,913,6,9318,6
711,1,3786,10,809,9,36088,76,913,6,9808,5
711,1,3794,2,809,9,36221,2,913,6,9929,3
711,1,4134,16,809,9,36351,3,913,6,9930,1
711,1,4323,1,809,9,36420,43,913,6,11426,2
711,1,4538,5,809,9,36856,2,913,6,11530,4
711,1,4766,3,810,0,209,1,913,6,17222,2
711,1,4804,3,810,0,1901,78,913,6,17964,1
711,1,4812,1,810,0,2119,1,913,6,21844,2
711,1,4837,1,810,0,2697,137,913,6,25577,2
711,1,6461,12,810,0,2828,1,913,6,26496,4
711,1,8075,3,810,0,2856,1,913,6,33287,2
711,1,9318,1,810,0,2914,1,913,7,109,6
711,1,9803,2,810,0,3215,1,913,7,209,10
711,1,9924,1,810,0,3262,1,913,7,226,9
711,1,9931,1,810,0,3561,24,913,7,1680,1
711,1,10838,1,810,0,3671,20,913,7,2152,23
711,1,11486,5,810,0,3786,1,913,7,2914,3
711,1,12859,57,810,0,4766,1,913,7,3561,9
711,1,14265,2,810,0,4780,17,913,7,3701,2
711,1,14777,13,810,0,4837,8,913,7,4565,7
711,1,14778,12,810,0,6147,8,913,7,4814,1
711,1,15169,4,810,0,6432,2,913,7,6453,2
711,1,17672,1,810,0,6461,1,913,7,7132,38
711,1,17897,1,810,0,6724,1,913,7,7342,2
711,1,24376,2,810,0,6939,1,913,7,8070,9
711,1,25847,9,810,0,7132,1,913,7,8075,13
711,1,32244,1,810,0,7393,1,913,7,9156,8
711,1,39386,1,810,0,9121,1,913,7,11426,2
711,2,209,18,810,0,9318,1,913,7,11456,4
711,2,1312,257,810,0,9415,1,913,7,11479,13
711,2,3320,1,810,0,9600,1,913,7,11486,3
711,2,3561,2,810,0,9706,4,913,7,12182,9
711,2,4134,1,810,0,10091,1,913,7,14743,1
711,2,4323,4,810,0,10912,1,913,7,14780,73
711,2,6478,3,810,0,11351,1,913,7,15169,79
711,2,7132,14,810,0,12322,1,913,7,18924,48
711,2,7377,236,810,0,12486,1,913,7,19057,23
711,2,8001,1,810,0,12721,1,913,7,20940,15
711,2,9506,79,810,0,13184,1,913,7,21844,253
711,2,11537,1,810,0,13462,16,913,7,25751,2
711,2,11840,1,810,0,13867,1,913,7,25973,75
711,2,13749,1,810,0,14155,1,913,7,26101,9
711,2,14265,365,810,0,14361,3,913,7,27357,4
711,2,19918,207,810,0,15395,1,913,7,31883,2
711,2,22625,1,810,0,15802,1,913,7,33070,2
711,2,29863,8,810,0,17184,1,913,7,36856,20
711,2,30099,12,810,0,17633,1,913,8,3,10
711,2,33260,4,810,0,17676,1,913,8,18,13
711,2,33651,113,810,0,18565,1,913,8,109,6
711,3,1668,2,810,0,19271,1,913,8,1668,4
711,3,3320,7,810,0,19548,1,913,8,1680,1
711,3,3356,2,810,0,19916,1,913,8,1784,1
711,3,4134,84,810,0,20115,1,913,8,2152,3
711,3,4804,2,810,0,26101,1,913,8,2843,12
711,3,4812,1,810,0,27357,1,913,8,2914,4
711,3,4837,1,810,0,30099,1,913,8,3575,2
711,3,14265,2,810,0,31548,1,913,8,3701,1
711,3,17897,1,810,0,32736,1,913,8,4323,6
711,4,3320,2,810,0,33287,1,913,8,4814,1
711,4,4134,3,810,0,35970,1,913,8,5650,3
711,4,4538,1,810,1,680,1,913,8,5662,12
711,4,7132,2,810,1,1901,78,913,8,7018,11
711,4,14777,6,810,1,2697,99,913,8,8075,2
711,4,14778,2,810,1,2828,1,913,8,8365,6
711,4,22855,16,810,1,3265,2885,913,8,10532,1
711,4,31976,83,810,1,3549,6,913,8,11426,1
711,4,33651,43,810,1,3561,11,913,8,11643,4
711,5,1668,4,810,1,3595,1,913,8,12168,39
711,5,2152,3,810,1,3741,1,913,8,13749,1
711,5,3320,8,810,1,4134,1,913,8,14173,4
711,5,3356,1,810,1,4230,1,913,8,15169,203
711,5,3561,2,810,1,4266,4,913,8,16458,2
711,5,4134,106,810,1,4747,2,913,8,21840,4
711,5,4538,6,810,1,4766,2,913,8,21844,70
711,5,4804,6,810,1,4812,1,913,8,22277,3
711,5,4837,1,810,1,4837,12,913,8,22822,3
711,5,7132,4,810,1,5763,2,913,8,25847,7
711,5,8070,5,810,1,6147,17,913,8,26101,8
711,5,8075,7,810,1,6316,2,913,8,30176,6
711,5,13867,2,810,1,7015,2,913,8,30217,5
711,5,14265,2,810,1,7046,1,913,8,30496,1
711,6,1668,4,810,1,7132,5,913,8,30687,1
711,6,3320,6,810,1,8342,1,913,8,32329,1
711,6,4134,90,810,1,8708,57,913,8,36420,8
711,6,4538,16,810,1,9316,1,913,8,36561,91
711,6,4804,2,810,1,9318,5,913,8,36856,4
711,6,4812,1,810,1,9706,5,913,9,111,1
711,6,4837,1,810,1,9708,1,913,9,209,2
711,6,9244,2,810,1,9908,1,913,9,226,58
711,6,9394,4,810,1,10101,1,913,9,2152,85
711,6,14265,6,810,1,11103,4,913,9,3561,35
711,6,17897,2,810,1,12302,33,913,9,4182,13
711,7,3,1,810,1,14361,3,913,9,4323,71
711,7,225,14,810,1,15169,9,913,9,5779,137
711,7,1239,10,810,1,16095,2,913,9,7018,1
711,7,1668,2,810,1,17054,1,913,9,8070,3
711,7,2116,5,810,1,17184,3,913,9,8075,2
711,7,2152,2,810,1,17709,1,913,9,8137,6
711,7,2856,4,810,1,17775,1,913,9,10763,1
711,7,3320,1,810,1,17813,1,913,9,11266,326
711,7,3356,5,810,1,17877,1,913,9,11944,42
711,7,3561,1,810,1,18118,2,913,9,14780,323
711,7,3598,1,810,1,19548,1,913,9,14829,2
711,7,3701,3,810,1,19916,1,913,9,15169,216
711,7,4766,4,810,1,21120,3,913,9,16509,2
711,7,4837,3,810,1,23974,1,913,9,20940,26
711,7,6079,2,810,1,24589,9,913,9,26101,46
711,7,6830,6,810,1,24600,2,913,9,26228,2
711,7,6871,1,810,1,34320,1,913,9,26753,22
711,7,7132,1,810,1,36066,2,913,9,31883,3
711,7,8070,17,810,2,209,37,913,9,36088,85
711,7,8075,3,810,2,1312,102,913,9,36856,2
711,7,8362,4,810,2,1901,78,914,0,209,1
711,7,8560,1,810,2,2697,19,914,0,701,2
711,7,9156,6,810,2,2828,1,914,0,3320,1
711,7,9471,1,810,2,3561,8,914,0,3462,2
711,7,10565,6,810,2,4181,1,914,0,3561,30
711,7,12222,1,810,2,4323,8,914,0,3671,18
711,7,15169,51,810,2,4837,1,914,0,4589,1
711,7,17430,1,810,2,5650,200,914,0,4618,1
711,7,18924,50,810,2,6147,2,914,0,4812,1
711,7,21844,12,810,2,6478,4,914,0,5413,1
711,8,2116,1,810,2,7018,176,914,0,6432,1
711,8,2856,2,810,2,7065,1,914,0,6461,1
711,8,3320,1,810,2,7132,6,914,0,6478,1
711,8,3356,2,810,2,7377,93,914,0,6724,1
711,8,4766,1,810,2,9706,4,914,0,6939,1
711,8,4771,4,810,2,11414,18,914,0,6993,1
711,8,4837,1,810,2,14361,3,914,0,7132,1
711,8,6079,1,810,2,16572,18,914,0,7377,6
711,8,6830,1,810,2,17184,1,914,0,7393,1
711,8,6871,1,810,2,19318,1,914,0,7738,1
711,8,7132,1,810,2,19916,1,914,0,9121,1
711,8,8070,4,810,2,22625,1,914,0,9143,1
711,8,9471,1,810,2,30099,12,914,0,10318,1
711,8,15169,4,810,2,33650,20,914,0,11290,7
711,9,102,192,810,3,1901,1,914,0,11486,1
711,9,299,14,810,3,2828,1,914,0,11829,1
711,9,553,16,810,3,3549,2,914,0,12262,1
711,9,2152,113,810,3,3595,2,914,0,12271,1
711,9,2165,2,810,3,4713,4,914,0,13462,18
711,9,2497,14,810,3,4812,1,914,0,13867,1
711,9,2714,6,810,3,4837,25,914,0,15290,2
711,9,2914,6,810,3,5763,1,914,0,17557,1
711,9,3561,29,810,3,6147,8,914,0,17897,1
711,9,3614,78,810,3,7132,7,914,0,22047,1
711,9,4265,18,810,3,8151,5,914,0,23850,1
711,9,4323,18,810,3,9706,2,914,0,26085,2
711,9,4436,1,810,3,9803,2,914,0,26101,2
711,9,6432,23,810,3,14361,2,914,0,26228,1
711,9,6453,6,810,3,17184,3,914,0,27699,2
711,9,7018,4,810,3,19916,2,914,0,28719,1
711,9,7132,3,810,3,36066,2,914,0,29717,1
711,9,7342,2,810,4,1901,78,914,0,30099,1
711,9,7349,6,810,4,2697,14,914,0,33287,2
711,9,8070,3,810,4,2828,1,914,0,33668,1
711,9,8182,46,810,4,4323,1,914,2,209,23
711,9,10565,1,810,4,4837,2,914,2,553,284
711,9,10763,8,810,4,6147,2,914,2,1312,86
711,9,11111,2,810,4,6428,1,914,2,1916,3
711,9,11383,2,810,4,7132,535,914,2,3561,8
711,9,11486,3,810,4,9706,4,914,2,3575,1
711,9,11944,22,810,4,14361,3,914,2,3659,2
711,9,12179,9,810,4,14778,4,914,2,4323,4
711,9,12182,3,810,4,17184,1,914,2,4618,1
711,9,12222,3,810,4,19916,1,914,2,4983,3
711,9,13756,23,810,4,22855,14,914,2,6106,2
711,9,14806,14,810,4,31976,95,914,2,7018,162
711,9,15169,345,810,4,33651,17,914,2,7132,2
711,9,15270,2,810,5,209,2,914,2,7377,86
711,9,17225,1,810,5,1668,3,914,2,11290,2
711,9,17229,50,810,5,1901,1,914,2,11414,8
711,9,17230,24,810,5,2152,9,914,2,14425,13
711,9,21844,2,810,5,2828,1,914,2,17222,3006
711,9,22373,3,810,5,3549,2,914,2,18566,10
711,9,25108,32,810,5,3595,1,914,2,19918,518
711,9,25751,1,810,5,4713,4,914,2,27699,2
711,9,26101,2,810,5,4812,2,914,2,29863,7
711,9,26496,1,810,5,4837,25,914,2,30099,4
711,9,29668,1,810,5,5763,4,914,2,33260,6
711,9,29960,1,810,5,6147,4,914,2,33651,69
711,9,30060,1,810,5,7132,2,914,3,701,1
711,9,33070,1,810,5,8070,5,914,3,4618,3
711,9,33694,1,810,5,8075,5,914,3,4732,1
712,0,209,2,810,5,9706,1,914,3,4812,8
712,0,1221,1,810,5,13867,2,914,3,8820,5
712,0,2152,1,810,5,14361,2,914,3,11290,2
712,0,2914,1,810,5,17184,3,914,3,15290,2
712,0,3249,1,810,5,19916,1,914,3,21844,1
712,0,3320,1,810,5,36066,4,914,3,26496,3
712,0,3356,1,810,6,1901,2,914,3,27699,2
712,0,3561,31,810,6,2828,1,914,3,29550,1
712,0,3671,18,810,6,3549,2,914,4,701,2
712,0,4134,1,810,6,3595,1,914,4,1916,3
712,0,4230,1,810,6,4713,3,914,4,3561,2
712,0,4544,1,810,6,4780,1,914,4,4323,1
712,0,4766,2,810,6,4812,1,914,4,4618,1
712,0,4837,1,810,6,4837,20,914,4,4732,2
712,0,5617,1,810,6,5763,6,914,4,6428,1
712,0,6432,3,810,6,6147,8,914,4,7132,11
712,0,6461,1,810,6,7132,2,914,4,10796,42
712,0,6503,3,810,6,8151,2,914,4,11290,4
712,0,6678,1,810,6,9706,2,914,4,14778,7
712,0,6939,1,810,6,14361,2,914,4,15290,18
712,0,7015,1,810,6,17184,7,914,4,15409,1
712,0,7016,1,810,6,19916,1,914,4,23342,1
712,0,7132,1,810,6,36066,4,914,4,27699,2
712,0,7643,2,810,7,109,6,914,4,29895,110
712,0,7738,1,810,7,1785,10,914,4,31976,82
712,0,8151,1,810,7,2152,2,914,4,33287,2
712,0,8167,1,810,7,3313,2,914,4,33651,153
712,0,8764,1,810,7,3701,2,914,6,701,1
712,0,9121,2,810,7,5763,2,914,6,1668,6
712,0,9318,1,810,7,8070,3,914,6,1916,1
712,0,9800,1,810,7,9156,8,914,6,4134,2
712,0,9829,1,810,7,10098,13,914,6,4618,1
712,0,11060,1,810,7,11305,5,914,6,4732,2
712,0,11351,1,810,7,15169,67,914,6,4812,6
712,0,11892,1,810,7,17184,1,914,6,4837,1
712,0,13193,1,810,7,18924,48,914,6,8820,6
712,0,13462,26,810,7,19306,7,914,6,9808,4
712,0,13867,2,810,7,21844,19,914,6,11290,2
712,0,14000,1,810,7,36856,14,914,6,15290,2
712,0,15557,1,810,8,109,6,914,6,21844,1
712,0,15635,1,810,8,1668,4,914,6,26496,2
712,0,17964,99,810,8,2152,5,914,6,27699,1
712,0,19262,1,810,8,3701,1,914,6,29550,2
712,0,19893,1,810,8,5662,11,914,6,33287,3
712,0,20214,1,810,8,5763,1,914,7,3,2
712,0,22381,1,810,8,7496,1,914,7,209,10
712,0,23404,1,810,8,8070,1,914,7,226,1
712,0,24863,1,810,8,8075,1,914,7,852,4
712,0,27699,2,810,8,11486,47,914,7,1668,5
712,0,29717,4,810,8,13462,3,914,7,2152,23
